	ENST00000374761	ENST00000319928	ENST00000370812	ENST00000481579	ENST00000579153	ENST00000367041	ENST00000480676	ENST00000328257	ENST00000393051	ENST00000504148	ENST00000457474	ENST00000315580	ENST00000347691	ENST00000555304	ENST00000330836	ENST00000553286	ENST00000566326	ENST00000311008	ENST00000348335	ENST00000379774	ENST00000579004	ENST00000269221	ENST00000463087	ENST00000589699	ENST00000493059	ENST00000597279	ENST00000264716	ENST00000422803	ENST00000398107	ENST00000356421	ENST00000263895	ENST00000374114	ENST00000262605	ENST00000525817	ENST00000493076	ENST00000406644	ENST00000488442	ENST00000433992	ENST00000337959	ENST00000330884	ENST00000458646	ENST00000429888	ENST00000264634	ENST00000325599	ENST00000478867	ENST00000490337	ENST00000326448	ENST00000515749	ENST00000394854	ENST00000274459	ENST00000355472	ENST00000465796	ENST00000456573	ENST00000459703	ENST00000339898	ENST00000249364	ENST00000448878	ENST00000519857	ENST00000428870	ENST00000380062	ENST00000379858	ENST00000358077	ENST00000380550	ENST00000376441	ENST00000360134	ENST00000374571	ENST00000371113
rs140505938	-0.05367400162833421	-0.03127081434004746	-0.13792536770177158	-0.05530430082770752	-0.46631873329446427	-0.110421408453947	-0.19571334489993705	-0.07647900875902014	-0.026256731717986998	0.008919148075626163	-0.14452970815009175	0.0978925302137514	-0.11595374962527259	-0.0019112373225913372	-0.14219588405984843	0.061812922551673866	-0.09415261878304997	0.08458580428147817	-0.07575810142647443	-0.16218048706943602	-0.06784082462345872	-0.07698720597744907	0.050455626507723006	0.0874243625156948	0.0673367800435446	-0.08226873580380611	0.04370619504683407	-0.10465125360255424	-0.028823808059183588	-0.08711563373693859	-0.03923962142447302	-0.1119252596684709	-0.10187786809321837	-0.15262632806439896	0.08238532451244544	-0.025343020175842227	0.09625575731575638	0.061768222379101664	-0.07110816890773347	-0.06302457885363744	-0.019929687771634615	0.14064676363720696	-0.030869258654431856	-0.02542587099388801	0.0944508058875196	-0.14422709347843501	0.0642369196908503	0.036348612686663444	-0.08348224745914441	0.080267557496829	-0.07901083462247684	0.15040082663394005	-0.10027239027255137	0.0735310989686512	0.015631683472042017	-0.0720763644136523	-0.09857083539025603	-0.043186349807215994	-0.1529600241084602	-0.06258988587992852	-0.14431430113448313	0.018874590335294445	-0.14764931681106694	-0.12358702910765487	-0.020949220708729982	-0.11406184665361363	-0.08733424444780094
rs12239340	-0.11724705392345311	0.05341796472893789	0.08561144620753021	0.06812352069034384	-0.05150998191995894	0.10964267465263963	0.06530650651110871	0.008510014157344	-0.15503676061892574	-0.24743108529485733	0.07514919532056626	-0.08214077904846923	0.01690201192491253	0.05416914053867683	0.0448779288280723	-0.08100205595694523	-0.0715639965391184	-0.004269288331433902	-0.07430988078083055	0.032768606500028295	0.004522454676742644	0.027801449954742274	-0.016376880715120806	0.00452958661355861	-0.08887038639706597	0.060621120270154316	0.1332269230833535	-0.09949877217347003	-0.02922763342499547	0.07826487493262557	-0.042629994823108294	0.03987151326762814	0.009348323811583672	0.14798321770389414	0.055739480654720154	0.029349266254626343	-0.07603990318886358	-0.06338537904033688	-0.05484823895063549	-0.013143283806897403	0.006609664122017225	-0.21551205271029347	-0.15635474248800105	0.16979096509716646	-0.006613465402877942	0.023174347692457496	0.013132372558290039	-0.07874797596188852	0.008050301049309245	-0.2703334960115737	0.08840574863120729	-0.032162596965929276	0.10757304916750501	-0.04677759351589338	-0.22177259955489456	0.07044275213174703	-0.032268063646827626	0.054900601703182304	0.10784593607622367	0.18662425644750932	0.027856070275632555	-0.050905538124102284	0.07446909351663243	0.1446034156896942	0.033265710638439916	0.0651420952591667	0.05116860920123085
rs6701877	-0.03475878131155171	-0.1040385669599896	-0.048943423368479115	0.11109724392943096	-0.09027858030243294	-0.0938678445890107	-0.15079517408041443	-0.07913850523407173	0.07916502529399563	0.07291070834318748	-0.07006888000822496	-0.03957052807683552	-0.07780518313514091	-0.01805679768994843	-0.10262544827754976	-0.060762734044273244	-0.028679349991546248	0.08475724067265669	-0.04002046088275583	0.003458698425573471	0.06704130305474208	-0.027107518378277115	-0.014061555658196294	0.029592929323760394	0.12502153086353404	-0.09238821287092895	-0.015560228536396228	-0.019570806394913893	0.015758064255982175	-0.09134414793807741	-0.1865458419638023	0.014314803807265068	-0.012898405618543626	0.04913471453441209	-0.10387793183847556	-0.09186089437232335	-0.026185038256645258	0.0467575720231555	0.0011307870658848716	-0.010382229834358481	0.08412978825838659	-0.05782468281706431	-0.08994703740418306	-0.0666553474569989	0.06599767572409476	-0.09574957812489397	-0.007936471583362123	0.02462663245699829	-0.04723450823374313	0.0824395371945845	-0.10858738515441962	-0.01943706723745658	-0.08492809166381592	0.0634985130519298	-0.025110336612961977	-0.16558712032153133	-0.016979496623537763	0.09477391180061179	-0.13183418596858007	-0.02849902818468349	-0.08867813083614504	0.03866571542279749	0.023562211905240417	-0.1268733038242835	-0.01435202114377824	-0.031898322661343945	0.010600569580769083
rs4650963	0.09133754182734498	-0.04921152975943795	0.09003390688982212	0.06619897341404071	-0.007347679207898843	0.06912734469477647	-0.06549426018823877	0.04917331683422606	0.10678133360675643	-0.1360452863153847	0.058213083458100695	-0.11909060279207846	0.0170385240260099	-0.10170249880541839	0.036128479830011065	0.0360500178762328	-0.05275480410991503	0.029378049764114726	0.05888567519591682	0.12455028413867024	-0.035265972048759586	0.04369576896617176	-0.04029462904821694	0.014124334375847453	-0.08477767790527503	0.1253396856888176	-0.02880437386780228	0.011732926786433853	0.009366109460322791	-0.058404509150226935	-0.035447531919937936	0.08748485051208787	-0.06304437126348313	-0.025555799998258022	-0.15460159930885678	-0.014885655146635769	0.06447991112385124	0.02565865704237224	-0.02133409654673496	-0.02019292800000433	-0.010543087711545688	0.11441199739855534	-0.022416190572851467	-0.119284560293066	-0.08343703561058016	0.045064009179104254	0.07069461163124202	-0.01339510711465118	-0.012665334620650578	-0.041337066990584766	-0.0039501447571701105	0.057773665874610816	-0.05322502039180634	0.07735596865917037	-0.060754004157100236	0.0797135923932625	0.05952413937606206	0.20448974221817165	-0.13867290631227971	-0.09718648443893786	-0.08468926433051202	-0.040943803730268784	0.03827262910632603	-0.0165150019020922	-0.04798236098647314	-0.15056171934641147	0.017620062299022427
rs28374258	0.013725219839389742	0.08658849103265825	0.02519897585857556	0.020441376089986817	-0.1996428203070463	-0.016933448450787918	-0.05114175963347845	-0.04621587307841457	0.036739579939201725	0.040418806011807126	-0.05562963595192707	-0.12052400826984937	-0.06840641077939195	-0.07765079694457823	-0.05866794230618343	0.008036460941214211	-0.09203588506197698	-0.02924383203971236	-0.04823697233344601	-0.015178168134720303	-0.0682698874492761	-0.11568118201712176	0.03052961615261337	-0.026812035244346853	0.02889998810325931	-0.05965598364334887	0.046327451155702096	-0.010225103369294284	-0.03921595088264986	0.08528148443710509	0.11797969835993613	-0.031191551074382453	-0.11020313841698527	0.040521646735785385	0.007010936037738187	-0.010587731217080482	-0.13132051462879102	-0.0857174107720845	-0.026048039344298644	-0.009450653870034914	0.03207305093165712	0.02283738069517864	-0.04671400354034318	0.06168592595811099	-0.0038909216923969777	-0.03428912170889567	0.06948497779872172	-0.16026951982875795	-0.04421699508300937	-0.003952214719206869	-0.0328964982300366	0.179406838600532	-0.07877041009299085	0.05099389708812081	0.03183742092945535	0.026283067236948725	-0.04052810764495629	0.1188170271979277	-0.19427745557261825	0.116157055151115	-0.14816490352605854	0.12588551509767937	0.03579023881892138	-0.04581007057880407	-0.09241227191306405	-0.077691594037372	-0.02868465879968464
rs6678676	0.03329602195426369	0.0780251281983226	0.11357659177358286	0.008608444409296784	-0.07396794015151441	0.046358914214870116	0.11505898563120856	0.0903937787000792	0.0016020084065163107	0.11562363480851721	0.03500754654937984	-0.10264630593028462	0.059947927799191295	0.05865468865851922	0.11527347799473929	0.00898922047452305	-0.04419441005615223	-0.2795627829809978	-0.06512937729596935	-0.02048472265095362	0.024809996246597632	-0.03914936002837042	-0.11867293295213463	0.00885542943097446	0.12115620681689118	-0.025578375613320443	-0.0437173940595462	-0.03262706894573699	0.004450331620689262	0.1258156425641004	0.12433375855518744	0.05944259667725914	-0.011947719206880434	-0.0028420572670177086	-0.002584473381461423	0.09918523588395	-0.08955369474665881	-0.07463813345290385	0.0059899722156251155	-0.06925657639019604	0.01769824689379907	0.07969498144874931	0.08105401545304448	0.2271210558371181	0.1748204828933765	0.16715058003354852	0.07183731333982682	-0.0788056495123424	0.0023449536631603117	0.04951701021155164	0.08807780221022131	0.06497449616571349	-0.0482834252416781	0.05945507320598871	0.13887345322337014	0.03871921890990947	-0.06858031842353049	-0.14512200552711302	0.09436821209483007	0.22619299549453628	0.10282542739955947	0.1227942868777799	0.00836256019329401	0.1508443582829879	-0.007654199259175634	0.08245727013731584	-0.02155289490245604
rs72769124	0.0478701385164637	0.0754902368877819	0.008880477733917595	-0.02252937704182198	0.06435652139262907	-0.016080331441967195	0.09602815130090027	-0.04793480255488619	-0.03562216845818902	0.08106913274444298	0.019272829139655216	0.0563180754599197	0.08389443790923735	0.06705586517401549	0.053385700175355044	0.0022699059898977124	-0.004202120252950972	-0.06750120304575884	-0.023979149675611523	0.09794171769961646	-0.09211065752765367	0.08848242018121506	0.02220884951355127	0.10215209705553976	-0.002718377545362598	0.13851582377624572	0.08509181390957399	-0.07346265182999596	0.048217972441198124	-0.027567560216071832	0.06068962036408405	0.04187029922718893	0.024428843480594174	0.03724560784407978	0.03738115605086691	0.04437116123491533	0.06384230416842179	0.09422643880655954	-0.04767221170569147	-0.07867339560661121	-0.012595162596356384	0.005145456863482264	-0.03934717909129353	0.030464894813529795	-0.15490750766041703	0.038598289645282426	0.026218549063746262	0.042564464143534354	0.00567015839390574	0.05673839923009845	0.10074433802349733	-0.05808818189840104	0.06702854382539479	0.03537164851691101	0.06758832074211574	0.059934838436873396	-0.1273052333247453	-0.1019341332955193	0.07238304814122298	0.000558144502673717	0.10168272927924452	0.023265697917146666	-0.09377880799984942	0.06085808312552933	0.01755136875212511	0.05516833042804926	-0.029392200702432276
rs14403	0.02090393785252318	0.15067559662895522	0.012600497730185442	0.08878862547392949	-0.022274045506768723	0.03243044121017795	0.006600218564224179	0.0981546465888573	-0.04101757030253531	-0.07318863965941752	0.11364642691766144	-0.025589962642437847	0.08880019632333777	-0.07774129515645825	0.06750783269836873	-0.018961322253586994	0.11979352415877376	-0.08092637071454961	0.2558511560153364	0.02637956955424641	0.13609852888471954	0.10059546650400447	0.08603224620451295	0.10358328070936841	-0.11332183176065795	0.08284109245222705	-0.05558033544791573	0.05139364704709919	0.15303532900854622	0.06487350959398336	-0.04891454276031359	0.08279547541061556	0.13974842986295527	0.08973698720880369	0.15970247167499865	0.07719828931635951	-0.07084257653376862	-0.08221323958184487	0.23331463299759356	0.2187132801178295	0.10485652440098227	0.044059600943122265	0.13656689502496305	0.1431128586862226	-0.051024880867039484	-0.04630734898805911	0.10437068388804362	-0.10097731191413174	0.175937360841383	-0.08744862558143139	0.1646493783947394	0.18961950433271157	-0.10455079616029958	0.1315420838470992	-0.1284892867116323	0.061024600811579024	0.09984070818160175	0.08711112221074689	0.03975409702095179	0.06423721341848003	-0.009091048390760716	0.0037893837758546443	0.11796418268056684	0.05948059680948087	0.19314253559143535	0.11339513064393372	0.046004258507043747
rs7893279	0.18792331477439225	0.023285038652338795	0.035204617068561324	0.015711658988272367	0.06936315091931802	0.011125041156833687	0.043065971225847696	0.07465846091136127	0.02673470150457704	0.05295219850331982	0.04748620001946291	0.003329242318735814	0.07565000600624293	-0.10865206417761152	0.03424156481534511	-0.09181326219830853	0.10619548686460392	-0.12102562585353223	0.15602945326075496	0.10045125763479214	0.17906154871312827	0.06949309374434728	-0.07828207926733499	0.0828754915892322	0.0628904753301926	-0.003615641612660989	-0.20635409655786058	0.06061783197343995	0.1257914842696505	0.024201068586664366	0.08711112221074689	0.10905899661204353	0.10140221419070093	-0.022712015986166914	-0.1607549595453119	-0.048815087527899946	-0.013865821271570206	-0.016038214392354894	0.13958413388513066	0.17476507888824466	0.012296346712268083	-0.02159766151617141	0.03905674622814468	0.09951264670235536	-0.1650650608947642	0.10100049762377078	0.01658214956124305	-0.03761912486433592	0.10323660777690609	-0.024791405154196127	0.04494749290088638	-0.0032186465445031417	-0.048688964002469304	0.03140638316576875	0.03459957759510673	0.0008636493147176196	0.01080901985465616	0.08243523354750978	0.09120137286027832	0.015168151218589448	0.06418405945508328	0.0591252403958939	0.017140815970242675	0.09001957809004177	0.07107806019746205	0.06505915529958334	0.04879536223063746
rs10887623	0.0360125343073311	-0.09294991415357667	-0.13484706646873876	-0.05130534162599016	0.01716946153428095	-0.09170329052736602	-0.08056161518055258	-0.049025454898155255	-0.06602715761385955	0.0017536901053874746	-0.10457083355915683	-0.0060125391818266795	-0.1029339090692907	-0.008119735034122137	-0.0907998847768255	-0.04361418186950925	-0.0018351635189925394	0.037326227976272934	0.10273043555792517	-0.04462812555172414	0.08113285342820226	-0.09287233669689612	-0.03107324744667651	0.03104148955198742	0.0003312318156789438	-0.09445920624059635	-0.06040939865266978	-0.012248933234672356	-0.08285872271316781	-0.10718768507898806	-0.006945258086499596	0.013460836899957395	-0.02736399984428591	-0.019733982295070743	-0.011749954886926152	-0.1377048379899478	-0.16085803274202615	-0.14988241158414875	0.08778386568197633	0.09882251288703763	-0.049401792963738804	0.05333969718618508	-0.02946913601467552	-0.06003474690737386	-0.06937936702310231	-0.12377029797153676	-0.012082142579020938	0.07352412562610684	0.00396325455079612	-0.040106415946079624	-0.08609687090903491	0.04433293080652915	-0.013088381218195754	0.0017022097386085381	0.009811675902393594	-0.11446934914690003	-0.039023787352593264	-0.03380941524671905	0.054002461569686494	-0.10271407622220552	-0.1036346367712251	-0.00598076131341053	-0.049236080767673836	-0.07930223481783198	-0.03661449260228949	-0.04959413117386922	-0.08085446993958863
